round,accuracy,precision,recall,f1,recall_normal,f1_macro
0,0.22227437726874452,0.0,0.0,0.0,1.0,0.18185309403722574
1,0.9785329828514207,0.99429354495623,0.9780107029332475,0.9860849104444309,0.980360411093904,0.969570204486569
2,0.9785329828514207,0.99429354495623,0.9780107029332475,0.9860849104444309,0.980360411093904,0.969570204486569
3,0.9785329828514207,0.99429354495623,0.9780107029332475,0.9860849104444309,0.980360411093904,0.969570204486569
4,0.9785329828514207,0.99429354495623,0.9780107029332475,0.9860849104444309,0.980360411093904,0.969570204486569
5,0.9785329828514207,0.99429354495623,0.9780107029332475,0.9860849104444309,0.980360411093904,0.969570204486569
