round,accuracy,precision,recall,f1,recall_normal,f1_macro
1,0.9969802228063588,0.9996770612574427,0.9964390616826942,0.9980554352097208,0.99887371533155,0.995650403357144
2,0.9969802228063588,0.9996770612574427,0.9964390616826942,0.9980554352097208,0.99887371533155,0.995650403357144
3,0.9969802228063588,0.9996770612574427,0.9964390616826942,0.9980554352097208,0.99887371533155,0.995650403357144
4,0.9969802228063588,0.9996770612574427,0.9964390616826942,0.9980554352097208,0.99887371533155,0.995650403357144
5,0.9969802228063588,0.9996770612574427,0.9964390616826942,0.9980554352097208,0.99887371533155,0.995650403357144
